id,text,date,hashtags,rt_count,media,ext_media,place,lang,fav_count,source,Creator
1.51699E+18,RT @khloewifey: TUNING IN RIGHT NOW #TheKardashians #TheKardashians #TheKardashians #TheKardashians #TheKardashians #TheKardashians @kardas…,2022-04-21 04:04:33+00:00,"TheKardashians, TheKardashians, TheKardashians, TheKardashians, TheKardashians, TheKardashians",17,,,,en,0,Twitter for iPhone,KK
1.51699E+18,Love you! https://t.co/UjvPXE0FaW,2022-04-21 03:58:07+00:00,,20,,,,en,574,Twitter for iPhone,KK
1.51699E+18,@ZACHARYSPENCER_ Hey boo 💋,2022-04-21 03:57:42+00:00,,2,,,,en,55,Twitter for iPhone,KK
1.51699E+18,@NoemyeWest 😂,2022-04-21 03:51:10+00:00,,3,,,,und,35,Twitter for iPhone,KK
1.51699E+18,Duh! 🤍 https://t.co/cjYEeLSnpv,2022-04-21 03:50:52+00:00,,44,,,,und,680,Twitter for iPhone,KK
1.51699E+18,15 minutes until the new episode of #TheKardashians Who’s watching w us???,2022-04-21 03:44:53+00:00,TheKardashians,317,,,,en,8733,Twitter for iPhone,KK
1.51686E+18,So grateful 🙏🏼🤍 https://t.co/kvzCd43vmS,2022-04-20 19:27:38+00:00,,151,,,,en,3051,Twitter for iPhone,KK
1.51684E+18,Tune in to the new episode of #TheKardashians tonight! @kardashianshulu airs on @hulu at 9PM PT / 12AM ET https://t.co/y8Bv86ItlD,2022-04-20 17:48:05+00:00,TheKardashians,348,photo,video,,en,4908,Twitter for iPhone,KK
1.51682E+18,"Thank you to all of our fans and supporters for the biggest launch ever! I love you guys!!! #TheKardashians is the #1 most watched series premiere on Hulu in the US and Disney+ and Star+ globally. 
 https://t.co/4KvF7BKRrS",2022-04-20 16:30:47+00:00,TheKardashians,208,,,,en,2418,Twitter for iPhone,KK
1.5168E+18,RT @Variety: ‘The Kardashians’ Becomes Hulu’s Most-Watched Premiere In America (EXCLUSIVE) https://t.co/DreVxSJo4S,2022-04-20 15:40:01+00:00,,299,,,,en,0,Twitter for iPhone,KK
1.51645E+18,"RT @skims: COMING SOON: RASPBERRY COTTON. Our most-tagged Cotton sets are coming back in a sweet new color.
Join the waitlist for the all-n…",2022-04-19 16:02:04+00:00,,55,,,,en,0,Twitter for iPhone,KK
1.51941E+18,Proud Boys Member Pleads Guilty to Felony Charge for Offenses Committed During January 6 Capitol Breach @FBIWFO @FBIKansasCity https://t.co/cEL12A6Tq3,2022-04-27 20:30:02+00:00,,69,,,,en,163,Hootsuite Inc.,FBI
1.51939E+18,"The #FBI sends our condolences to the family, friends, and colleagues of Officer Dominic Francis. He served the Bluffton Police Department for 19 years. https://t.co/ruFLWZt679",2022-04-27 18:57:59+00:00,FBI,26,photo,photo,,en,143,Hootsuite Inc.,FBI
1.51939E+18,"A9. To report online child sexual exploitation, visit the CyberTipline at https://t.co/71K1STRQIb or call 1-800-843-5678. @MissingKids operates this resource in partnership with the #FBI and other law enforcement agencies. #NCAPM https://t.co/co3Am4lM5A",2022-04-27 18:52:36+00:00,"FBI, NCAPM",63,,,,en,103,Twitter Web App,FBI
1.51939E+18,"A8c. Finally, be willing to ask for help, and don’t be afraid to use the block button. Report behavior that doesn’t feel right to a website administrator or a trusted adult. And if you’re victimized, tell someone. #NCAPM",2022-04-27 18:48:12+00:00,NCAPM,27,,,,en,72,Twitter Web App,FBI
1.51939E+18,"A8b. More tips: 
☑️ Know people can impersonate anyone online. Videos and photos don’t necessarily prove that a person is who they claim to be.  
☑️ If you meet someone on one game or app and they ask you to start talking to them on a different platform, that's a red flag.
#NCAPM",2022-04-27 18:48:12+00:00,NCAPM,33,,,,en,92,Twitter Web App,FBI
1.51939E+18,"A8a. Here’s some advice, straight from #FBI agents who investigate crimes against children:

☑️ Be selective about what you share online. 
☑️ Be wary of anyone you encounter for the first time online.
☑️ Block or ignore messages from strangers. 

#NCAPM https://t.co/TQAyt87QSN",2022-04-27 18:48:11+00:00,"FBI, NCAPM",68,,,,en,126,Twitter Web App,FBI
1.51939E+18,A7. Cultivating an atmosphere in which children feel like can talk to their caregivers about anything can help reduce the stigma associated with reporting victimization. Check out #FBI-approved conversation starters about the sextortion threat at https://t.co/yXUXtmTMVC. #NCAPM https://t.co/xxX20TIrDr,2022-04-27 18:39:57+00:00,"FBI, NCAPM",34,,,,en,74,Twitter Web App,FBI
1.51938E+18,"RT @MissingKids: We're halfway through the Twitter chat, great engagement! Let's keep the conversation going! If we don't talk about it, it…",2022-04-27 18:30:16+00:00,,37,,,,en,0,Twitter Web App,FBI
1.51938E+18,"A5b. If a young person is being exploited, they are the victim of a crime and should report it to the #FBI by dialing 1-800-CALL-FBI, sharing information with us at https://t.co/iL7sD5efWD, or calling their local FBI field office. #NCAPM https://t.co/EY4ZBBhKW5",2022-04-27 18:30:01+00:00,"FBI, NCAPM",25,,,,en,49,Twitter Web App,FBI
1.51938E+18,A5a. Youth can reach out to websites where their explicit photos or videos are hosted to request their removal. They can also visit https://t.co/71K1STRQIb to file a report with @MissingKids’s CyberTipline if they need backup on this front. #NCAPM https://t.co/WIsUlehnDx https://t.co/wlT3hfzttI,2022-04-27 18:30:00+00:00,NCAPM,49,photo,photo,,en,71,Twitter Web App,FBI
1.51938E+18,"A3. Sextortion victims may feel too ashamed, afraid, and/or confused to come forward. They may also fear indictment on child pornography charges, punishment from caregivers, and/or losing access to their tech devices. https://t.co/yXUXtmTMVC #NCAPM https://t.co/ANlvEpvxqX https://t.co/E4KNWWxd98",2022-04-27 18:17:56+00:00,NCAPM,66,photo,photo,,en,110,Twitter Web App,FBI
1.51938E+18,"A2c. Understanding local threats is also key. Visit 
@TheJusticeDept’s National Sex Offender Public Website at https://t.co/NPDdJykdrd to look up the identity and location of known sex offenders in your area. #NCAPM",2022-04-27 18:14:28+00:00,NCAPM,27,,,,en,56,Twitter Web App,FBI
1.51938E+18,A2b. Tell your children to be extra cautious when chatting with people online who they don’t know in real life. And forbid them from planning meetups with people they meet online without your presence and permission. https://t.co/yXUXtmTMVC https://t.co/Vudo8Obni4,2022-04-27 18:10:55+00:00,,16,photo,photo,,en,55,Twitter Web App,FBI
1.51938E+18,A2a. It's crucial for caregivers to talk openly—and regularly—to the kids in their care about safe and appropriate online behavior. Teach them to recognize red flags before they get the chance to encounter them in the wild. #NCAPM https://t.co/yXUXtmTMVC https://t.co/Uh3iKFLrQB,2022-04-27 18:10:53+00:00,NCAPM,42,,,,en,116,Twitter Web App,FBI
1.51938E+18,"A1b. Recently, the #FBI has seen a dramatic increase in the number of cases involving children and teens being threatened and coerced by adults into sending explicit images online—a crime called sextortion. Learn more about this threat at https://t.co/yXUXtmTMVC. #NCAPM https://t.co/Q0HluAhbqK",2022-04-27 18:05:02+00:00,"FBI, NCAPM",40,photo,photo,,en,69,Twitter Web App,FBI
1.51938E+18,"A1a. Each year, thousands of children become victims of crimes—whether it’s through kidnappings, violent attacks, sexual abuse, or online predators. Get the #FBI's tips for protecting your kids from these threats at https://t.co/4UOJl1gPrI. #NCAPM https://t.co/SBz10Nbaik",2022-04-27 18:05:00+00:00,"FBI, NCAPM",47,,,,en,83,Twitter Web App,FBI
1.51938E+18,RT @MissingKids: Thank you for joining us for the #NCAPM chat. Let’s get started!,2022-04-27 18:01:21+00:00,NCAPM,17,,,,en,0,Twitter Web App,FBI
1.51938E+18,RT @MissingKids: The #NCAPM Twitter chat starts in just a few minutes — join us! https://t.co/UR5m2kEjbk,2022-04-27 18:00:52+00:00,NCAPM,16,photo,photo,,en,0,Twitter Web App,FBI
1.51934E+18,"#Cybersecurity agencies across the U.S., Australia, Canada, New Zealand, and the U.K. released a joint #CybersecurityAdvisory detailing the top 15 common vulnerabilities, or #CVEs, exploited by malicious #cyber actors in 2021. Read about it at https://t.co/FSjbZf5m8G. https://t.co/Jj1eW39lJZ",2022-04-27 15:40:50+00:00,"Cybersecurity, CybersecurityAdvisory, CVEs, cyber",57,photo,photo,,en,122,Hootsuite Inc.,FBI
1.51932E+18,"Join the #FBI and child safety experts from the National Center for Missing &amp; Exploited Children (@MissingKids) today at 2 p.m. ET for a #ChildAbusePreventionMonth Twitter chat. If we don’t talk about online child sexual exploitation, it won’t stop. Join the conversation. #NCAPM https://t.co/iarcxTWgM9",2022-04-27 14:00:39+00:00,"FBI, ChildAbusePreventionMonth, NCAPM",88,photo,photo,,en,153,Hootsuite Inc.,FBI
1.5193E+18,"On this Administrative Professionals Day, we look back at assistants who were crucial to the #FBI during its earliest days: https://t.co/CJkuOU9Bou https://t.co/B6PeJKatUN",2022-04-27 13:18:13+00:00,FBI,27,photo,"photo, photo",,en,103,Twitter Web App,FBI
1.5193E+18,"At the #FBI, excellence is in the details. Every day—but especially on Administrative Professionals Day—we honor the colleagues whose dedication helps us make big strides towards ensuring justice for all. https://t.co/CJkuOU9Bou https://t.co/wjWRuLBgh5",2022-04-27 13:18:13+00:00,FBI,48,photo,photo,,en,159,Twitter Web App,FBI
1.51916E+18,Defendant Who Ordered Fentanyl Through Snapchat Sentenced to Prison @FBIRichmond https://t.co/WY56t4KMpP https://t.co/uF7DqlGXM0,2022-04-27 03:30:02+00:00,,65,photo,photo,,en,250,Hootsuite Inc.,FBI
1.51914E+18,Have you seen Miguel Angel Hermosillio-Alcaraz? He's #wanted by the #FBI for his alleged involvement in his ex-girlfriend's 2003 murder. She was fatally shot while sitting in her parked vehicle with her child in the back seat. @FBIMostWanted @FBIColumbia https://t.co/srXsQeLLa4 https://t.co/1ggpIZAo4l,2022-04-27 02:38:09+00:00,"wanted, FBI",121,photo,photo,,en,144,Hootsuite Inc.,FBI
1.51898E+18,"Join #FBI #Cyber Intelligence Analyst Joel Max at today’s webinar, hosted by the Midwest Reliability Organization’s Security Advisory Council. Panelists will discuss information sharing and public/private partnerships. Register at https://t.co/eb03EO7luQ.  #CyberIsATeamSport https://t.co/axxduyxVlk",2022-04-26 15:44:36+00:00,"FBI, Cyber, CyberIsATeamSport",56,photo,photo,,en,161,Twitter Web App,FBI
1.51893E+18,"Since cyber attacks are a  global issue, the #FBI has legal attachés in over 70 U.S. embassies around the world and law enforcement partnerships in each of these countries. Visit https://t.co/ZUL27yjSqn to learn what that means for your organization. #CyberRiskIsBusinessRisk",2022-04-26 12:16:25+00:00,"FBI, CyberRiskIsBusinessRisk",72,,,,en,179,Hootsuite Inc.,FBI
1.51878E+18,"The #FBI sends our condolences to the family, friends, and colleagues of K-9 Police Officer Andrew ""Drew"" Barr. He served the Cayce Police Department (@CaycePD) for six years. He also served as a captain with the Monetta Volunteer Fire Department. https://t.co/dXmkktE3fq",2022-04-26 02:44:47+00:00,FBI,69,photo,photo,,en,363,Hootsuite Inc.,FBI
1.51869E+18,Wray also highlighted the #FBI’s use of partnerships to combat surging violent crime in American cities and called for heightened attention to attacks on law enforcement officers—noting that that an officer was killed nearly every five days in 2021. https://t.co/79GfIBNi3R https://t.co/3JcfGU3jS3,2022-04-25 20:44:46+00:00,FBI,34,photo,photo,,en,92,Twitter Web App,FBI
1.51869E+18,"Wray called China's government and the Chinese Communist Party the foremost threats to U.S. national security, in terms of counterintelligence. Their thirst for “our innovation, our trade secrets, [and] our intellectual property” knows no bounds, he noted. https://t.co/79GfIBNi3R https://t.co/78T5GKGOhf",2022-04-25 20:43:25+00:00,,52,photo,photo,,en,140,Twitter Web App,FBI
1.51869E+18,Director Wray also talked to @60Minutes about the wide array of threats the #FBI neutralizes on any given day before they ever have the chance to make headlines—from homegrown terrorism to cyberattacks. https://t.co/79GfIBNi3R https://t.co/lqXGwRnxig,2022-04-25 20:41:23+00:00,FBI,20,photo,photo,,en,73,Twitter Web App,FBI
1.51869E+18,"Wray said the #FBI is watching for the potential of increased Russian cyber attacks, and explained how the Bureau is using partnerships and operational preparedness to respond. https://t.co/79GfIBNi3R https://t.co/2SZf7cTZDZ",2022-04-25 20:33:00+00:00,FBI,34,photo,photo,,en,87,Twitter Web App,FBI
1.51869E+18,"In a new interview with @60Minutes, #FBI Director Christopher Wray discussed the Bureau's simultaneous efforts to defend against malicious Russian cyber activity, combat stateside violence, tackle terrorism, and counter Chinese economic espionage. https://t.co/79GfIBNi3R",2022-04-25 20:30:45+00:00,FBI,135,,,,en,316,Twitter Web App,FBI
1.51868E+18,NBA Player's Personal Assistant Sentenced to 70 Months for Theft of $4.7 Million @FBIPhoenix https://t.co/C9IjdhAUKs https://t.co/iuNk4lB8zZ,2022-04-25 20:00:23+00:00,,55,photo,photo,,en,181,Hootsuite Inc.,FBI
1.51864E+18,#DYK that one of the biggest risks to young people can come right through the closed door of your home—right into your child’s bedroom—via a phone or computer? Revisit a 2020 episode of our Inside the FBI podcast to learn about the sextortion threat. #CAPM https://t.co/7Iey4aDuyp,2022-04-25 17:09:18+00:00,"DYK, CAPM",72,,,,en,149,Twitter Web App,FBI
1.51855E+18,"The #FBI honors Special Agent Douglas M. Price, who was fatally shot #OTD in 1968 during a Bureau operation to apprehend a fugitive who was wanted for murder and car theft. #WallOfHonor https://t.co/7E4BS8TddL https://t.co/TtQsUwTqU8",2022-04-25 11:00:42+00:00,"FBI, OTD, WallOfHonor",58,photo,photo,,en,328,Hootsuite Inc.,FBI
1.51835E+18,"Former Tennessee Supervisory Corrections Officer Pleads Guilty to Civil Rights Violations for Assaulting Inmate @FBIMemphis 
https://t.co/9EXOlI8oSj https://t.co/5JIO3HMQ6X",2022-04-24 22:00:21+00:00,,84,photo,photo,,en,252,Hootsuite Inc.,FBI
1.51832E+18,Former Oklahoma Supervisory Corrections Officer Convicted for Facilitating White Supremacist Assault on Black Inmates and Ordering Other Abuse @FBIOklahomaCity https://t.co/maomWChhAj https://t.co/EisPuzhXqx,2022-04-24 20:00:26+00:00,,124,photo,photo,,en,304,Hootsuite Inc.,FBI
1.51826E+18,"In December 2020, Kelley Marie Smith was murdered while delivering meals for Uber Eats with her husband. The #FBI is offering up to $15,000 for tips that lead to the arrest and conviction of whoever was responsible. @FBIPortland https://t.co/voeciwzqar https://t.co/haf1Gg8YOk",2022-04-24 16:00:48+00:00,FBI,159,photo,photo,,en,228,Hootsuite Inc.,FBI
1.51817E+18,"During #ChildAbusePreventionMonth and every month, you can visit https://t.co/HniU0d9pt2 to help the #FBI capture fugitives who allegedly abused or exploited children. There is no clue or piece of information too small. #CAPMonth https://t.co/B41dEZaggY",2022-04-24 10:00:11+00:00,"ChildAbusePreventionMonth, FBI, CAPMonth",112,,,,en,232,Hootsuite Inc.,FBI
1.51796E+18,Naturopathic Doctor Pleads Guilty to Fake COVID-19 Immunization and Vaccination Card Scheme @FBISanFrancisco https://t.co/YkzFp7CZPe https://t.co/iSpMO85xhf,2022-04-23 20:00:26+00:00,,104,photo,photo,,en,325,Hootsuite Inc.,FBI
1.51787E+18,"In 2019, Badraldeen Mohamad Elwaseem was fatally struck by a stray bullet while in his apartment kitchen. Today, the #FBI needs your help to close this case. We're offering up to $25,000 for tips leading to the arrest of whoever's responsible. @FBIBuffalo https://t.co/LLtnbWxSMX https://t.co/mh7UM3qGsu",2022-04-23 14:01:08+00:00,FBI,133,photo,photo,,en,213,Hootsuite Inc.,FBI
1.51781E+18,April is #ChildAbusePreventionMonth. Learn about the many ways the #FBI works to investigate crimes against children. https://t.co/B41dEZaggY https://t.co/7oEiO8Ohjz,2022-04-23 10:00:11+00:00,"ChildAbusePreventionMonth, FBI",103,photo,photo,,en,265,Hootsuite Inc.,FBI
1.51759E+18,Join #FBI Cyber at #RSAC 2022 to learn how we use partnership and innovation to impose risk and consequences on cyber adversaries. Visit https://t.co/QYPdwWnUKQ to learn more about the Bureau leaders who are slated to speak at this year's conference. https://t.co/CnAlErNzUs,2022-04-22 19:31:43+00:00,"FBI, RSAC",72,photo,photo,,en,172,Hootsuite Inc.,FBI
1.51757E+18,The #FBI has seen a dramatic increase in the number of cases involving children and teens being threatened and coerced by adults into sending explicit images online—a crime called sextortion. Here's what kids and caregivers need to know: https://t.co/zlaP1JrTYR #NCAPM https://t.co/6ghSgQc5Y9,2022-04-22 18:14:11+00:00,"FBI, NCAPM",187,photo,photo,,en,285,Hootsuite Inc.,FBI
1.51753E+18,"#ICYMI: Scheme to Steal from Crop Insurance Programs Lands Farmers, Insurance Agents in Prison @FBILouisville https://t.co/i8aTJJdpgi https://t.co/RZca5m4ELx",2022-04-22 16:01:57+00:00,ICYMI,61,photo,photo,,en,169,Hootsuite Inc.,FBI
1.51752E+18,.@TheJusticeDept Announces Nationwide Coordinated Law Enforcement Action to Combat Health Care-Related COVID-19 Fraud https://t.co/sBA3kf8CDr https://t.co/IrBak5JEqy,2022-04-22 15:22:52+00:00,,72,photo,photo,,en,191,Hootsuite Inc.,FBI
1.51744E+18,"The #FBI honors Special Agent W. Carter Baum, who was killed by gangster ""Baby Face"" Nelson #OTD in 1934. Baum was among a group of agents who were following up on a tip about the whereabouts of John Dillinger and members of his gang. #WallOfHonor https://t.co/XzLZuXfXS9 https://t.co/uudEiReKGU",2022-04-22 10:01:42+00:00,"FBI, OTD, WallOfHonor",67,photo,photo,,en,354,Hootsuite Inc.,FBI
1.51729E+18,Federal Jury Finds Ohio Man Guilty in Connection with Destructive Devices Found on Tug Boats @FBIPittsburgh #NatSec https://t.co/yRJ8ufLW9u,2022-04-22 00:00:04+00:00,NatSec,40,,,,en,130,Hootsuite Inc.,FBI
1.51726E+18,Man Sentenced to Two Years for Hoax Bomb Threats @FBIDallas #NatSec https://t.co/kp9ItPHJ3l https://t.co/Pi4uXayxh3,2022-04-21 22:06:58+00:00,NatSec,62,photo,photo,,en,245,Hootsuite Inc.,FBI
1.51724E+18,"RT @FBILasVegas: The FBI is committed to investigating, combating, and sharing reports of malicious cyber activity targeting the United Sta…",2022-04-21 20:40:45+00:00,,48,,,,en,0,Twitter Web App,FBI
